"","logFC","logCPM","F","PValue","FDR"
"NKAPD1",-0.102752674889975,3.10125873525917,3.78722580520641,0.0530343743738619,0.0940027798696659
"OR1L1",0.546841476096831,-3.78016690235903,4.04378184441503,0.0530980046594522,0.0941067091706427
"SEMA4C",0.160504195013976,4.38497311043461,3.78438442486211,0.053122748811576,0.0941417066897901
"GGH",0.210794864458901,2.36584372368254,3.77803237988448,0.053320883067859,0.0944839427365561
"NPHP4",0.13948597476983,2.78050787964364,3.77785899315338,0.0533263024267034,0.0944846581183445
"THTPA",-0.0838595910540579,4.3042438247198,3.77739985319689,0.0533406561003082,0.0945012018825925
"TRAPPC3",0.0714197631407502,5.02656984070757,3.77709011094011,0.0533503416190698,0.0945052685999098
"LPP",0.139431101348248,4.98107167745242,3.77700558599501,0.0533529850069031,0.0945052685999098
"AC006978.2",0.201326039173785,2.42066186907013,3.77664748591988,0.0533641855874694,0.0945162211448617
"PLAUR",0.246520553897041,5.65363384532447,3.77431754110508,0.0534371224358974,0.0946365058237694
"AC078927.1",-0.462920921458008,-0.909198544797657,3.77376639884407,0.0534543910103527,0.0946581893074848
"CELA1",-0.429937597412682,-1.83039987663253,3.77256346265768,0.0534921025024647,0.0947160660721337
"IDH3A",0.0886491608853263,5.93018543739506,3.77096687861024,0.0535421985365392,0.0947924621711194
"SSU72P5",0.70172944697683,-3.70974931194171,3.77086769946897,0.0535453121330758,0.0947924621711194
"ITPKC",-0.366974140109282,2.72694076153355,3.76968861082663,0.0535823428551707,0.0948491049338193
"C19orf53",0.119985623246162,6.55122745161048,3.76875232301446,0.0536117675925018,0.0948922745379639
"DDX19B",-0.0618460732280289,5.2112294103457,3.76813386860444,0.053631213232003,0.0949177747899729
"NPY4R",0.339474563132664,0.199486810207795,3.76778362539609,0.0536422290291341,0.0949283523204161
"ENTPD6",0.0732136804502277,6.32983791025494,3.76549077862022,0.0537144029931343,0.0950471466827602
"PRDM12",0.41759370462354,-3.3431277217839,3.76136676589415,0.0538444792362947,0.0952598910620067
